restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,City Tier,State/U.T,Region
90's Restro,3.8,100,40,1,1,1,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
91 Kitchen,3.9,100,38,0,1,1,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
9834 The Fruit Truck,4.1,200,21,0,0,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
9834 The Fruit Truck,4.5,150,17,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
9834 The Fruit Window,4.2,100,15,0,0,0,0,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
99 Biryani.Com,3.6,100,24,0,0,0,0,1,0,Nagpur,Tier 2 Cities,Maharashtra,West India
99 Cakes,4.3,250,21,0,0,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
99 Cakes & Bakers,4.0,100,25,0,0,0,0,0,1,Bhavnagar,Tier 2 Cities,Gujarat,West India
99 Chickens,4.3,150,42,0,1,1,0,0,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
99 Crispy Bazar,4.0,200,35,0,0,1,0,0,0,Cuttack,Tier 2 Cities,Odisha,East India
99 Dosa D'lite & Chaat Point,3.5,50,38,1,1,0,1,0,0,Gonda,Tier 3 Cities,Uttar Pradesh,North India
99 Foodie Adda,4.0,50,27,0,0,0,1,0,0,Bikaner,Tier 2 Cities,Rajasthan,North India
99 Only,3.8,200,38,0,1,0,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
99 Pancakes,4.0,150,32,0,0,0,0,0,1,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Pancakes,4.2,100,23,0,0,0,0,0,1,Mumbai,Tier 1  Cities,Maharashtra,West India
99 Pancakes,4.2,100,41,0,0,0,0,0,1,Hyderabad,Tier 1  Cities,Telangana,South India
99 Pancakes,4.2,200,27,0,0,0,0,0,1,Raipur,Tier 2 Cities,Chhattisgarh,Central India
99 Pancakes,4.2,200,33,0,0,0,0,0,1,Surat,Tier 2 Cities,Gujarat,West India
99 Pancakes,4.3,150,33,0,0,0,0,0,1,Nashik,Tier 2 Cities,Maharashtra,West India
99 Pancakes,4.3,200,20,0,0,0,0,0,1,Kolhapur,Tier 2 Cities,Maharashtra,West India
99 Pancakes,4.3,200,23,0,0,0,0,0,1,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
99 Pancakes,4.5,100,38,0,0,0,0,0,1,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
99 Pancakes,4.5,200,34,0,0,1,0,0,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
99 Pizza,3.7,100,39,0,0,0,1,0,0,Mangalore,Tier 2 Cities,Karnataka,South India
99 Pizza,3.9,200,37,0,0,0,0,0,0,Vellore,Tier 3 Cities,Tamil Nadu,South India
99 Pizza And More,3.8,150,48,0,0,1,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Rotiwala,3.6,200,23,0,1,0,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
99 Rotiwala,3.6,200,37,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Rotiwala,4.0,100,37,0,1,0,0,1,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Rotiwala LIG,3.9,150,32,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Sabjiwala,3.4,100,43,0,1,0,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Sweet Jars,4.1,200,21,0,0,0,0,0,1,Amritsar,Tier 2 Cities,Punjab,North India
99 Tasty Food Hub,3.3,50,32,0,0,1,1,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
99 Thali,3.1,150,37,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
99 Trisha Foods,3.8,250,48,0,1,0,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
99 Varieties Dosa & Pav Bhaji,3.7,150,56,1,0,0,1,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
99 Waffles,3.5,550,26,0,0,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
99 Wala By Qimbu,4.3,200,36,0,0,0,1,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
9th Street,4.1,100,33,0,1,0,0,1,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
9th Street Hideaway Restro And Cafe,4.2,150,27,0,1,1,0,1,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
A - One Momo!,4.4,250,30,0,0,0,0,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
A & C Burger Shoppee,4.1,500,37,0,0,1,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
A 1 bharit center,4.1,250,25,0,0,0,0,0,0,Jalgaon,Tier 3 Cities,Maharashtra,West India
A 2 Pizza,3.8,200,27,0,0,1,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
A Balaji Santosh Dhaba,4.1,150,45,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
A Cafe,3.1,150,32,0,0,1,0,0,0,Guntur,Tier 2 Cities,Andhra Pradesh,South India
A Ccream Corner,4.0,100,24,0,0,0,0,0,0,Kolhapur,Tier 2 Cities,Maharashtra,West India
A Dessert King,3.7,100,47,0,0,0,0,0,1,NCR,NCR,NCR,NCR
A Gourmesserie,4.4,150,41,0,0,0,0,0,1,Ahmedabad,Tier 1  Cities,Gujarat,West India
A Kit Kat Bakery,4.1,200,21,0,0,1,0,0,1,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
A Lua Restaurant & Bar,4.0,100,31,0,1,0,0,0,0,Goa,Tier 3 Cities,Goa,West India
A Marron Burger,3.5,150,49,0,0,1,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
A Metro Cuisine,3.8,250,56,0,1,0,0,1,0,Guwahati,Tier 2 Cities,Assam,East India
A One Bakery,2.6,200,24,0,0,0,0,0,1,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
A One Bakery,3.6,50,36,0,0,0,0,0,1,Udaipur,Tier 2 Cities,Rajasthan,North India
A One Bakery,4.2,50,29,0,0,1,0,0,1,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
A One Bombay Biryani,4.1,150,38,0,1,0,0,1,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
A One Coco,3.7,100,32,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
A One Coco,4.6,450,29,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
A One Cold Coco & Juice Center,4.0,100,34,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
A One Cold Coco And Juice Corner,4.0,200,28,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
A One Fast Food,3.0,350,48,0,1,0,1,1,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
A One Fry Center,3.5,400,22,0,1,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
A One Hotel & Fast Food,3.4,100,49,0,1,0,0,0,0,Cuttack,Tier 2 Cities,Odisha,East India
A One Hotel & Restaurant,3.7,100,39,0,0,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
A One Muradabadi Chicken Biryani Corner,3.8,250,41,0,0,0,0,1,0,Patna,Tier 2 Cities,Bihar,East India
A One Parsi Food,4.0,150,38,0,0,0,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
A Piece Of Cake,3.8,100,41,0,0,0,0,0,1,Pune,Tier 1  Cities,Maharashtra,West India
A Pinch Of Salt,3.6,300,45,0,1,1,0,1,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
A Pizzariya,3.2,150,34,0,0,0,0,0,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
A S Food Corner,3.1,100,45,0,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
A Silverr Oak,4.0,100,32,0,1,0,0,0,0,Kolhapur,Tier 2 Cities,Maharashtra,West India
A Star Kitchen,4.3,100,17,0,0,0,0,1,0,Puducherry,Tier 3 Cities,Puducherry,South India
A Taste Of Home,4.5,200,43,0,1,1,0,0,0,Haridwar,Tier 3 Cities,Uttarakhand,North India
A TO Z Burger Biryani And Paratha,3.5,200,25,0,0,1,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
A To Z Fast Food,3.6,250,38,0,0,1,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
A To Z Food Corner,3.5,100,35,0,0,0,1,0,0,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
A To Z Palamudir Nilayam,4.1,200,22,0,0,0,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
A TO Z Pizza,3.8,150,27,0,1,1,0,1,0,Kota,Tier 2 Cities,Rajasthan,North India
A To Z Restaurant,3.3,100,28,0,1,1,0,1,0,Palakkad,Tier 3 Cities,Kerala,South India
A To Z Rolls,3.3,250,27,0,1,1,0,1,0,Kota,Tier 2 Cities,Rajasthan,North India
A Vinis Bakery,3.6,250,33,0,0,0,0,0,1,Indore,Tier 2 Cities,Madhya Pradesh,Central India
A. J. Cool Bar,3.6,300,43,0,0,1,0,0,0,Tirunelveli,Tier 2 Cities,Tamil Nadu,South India
A.M Biriyani,4.1,150,29,0,0,0,0,1,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
A.P.S Chat,3.8,150,56,0,0,0,1,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
A.R Modern Rythu Chicken Bazar,4.1,50,30,0,1,0,0,1,0,Warangal,Tier 2 Cities,Telangana,South India
A.R. Biryani Point,4.4,300,18,0,0,0,0,1,0,Guntur,Tier 2 Cities,Andhra Pradesh,South India
A.R.C Sasi's Chat & More,3.6,150,31,0,1,1,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
A.S.I.N Kitchen,4.3,100,46,0,0,1,0,0,0,Goa,Tier 3 Cities,Goa,West India
A1 Ambur Briyani & Kababs,3.8,200,42,0,0,0,0,1,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
A-1 Amlet,4.3,250,28,0,1,0,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
A1 Biryani,3.7,100,28,0,0,0,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
A1 Bombay Vada Pav,3.6,200,24,0,0,1,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
A1 Chicken Pakoda Point,4.3,250,26,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
A1 Chilli 65 Fast Food Center,4.2,150,43,0,0,1,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
A1 Chips,4.2,200,45,0,0,0,1,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
A1 Desserts,3.5,100,29,0,0,0,0,0,1,Warangal,Tier 2 Cities,Telangana,South India
A1 Family Restaurant,4.0,450,39,1,1,0,0,1,0,Nellore,Tier 2 Cities,Andhra Pradesh,South India
A1 Fast Food,3.7,100,40,0,0,1,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
A-1 Foods,4.0,250,32,0,1,0,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
A1 Foods Cake Factory,4.3,150,22,0,0,0,0,0,1,Warangal,Tier 2 Cities,Telangana,South India
A1 Haji Biryani,3.8,100,29,0,0,0,0,1,0,Siliguri,Tier 2 Cities,West Bengal,East India
A1 Haji Fast Food Centre,3.9,100,43,0,1,1,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
A1 Hotels,3.8,200,17,1,1,0,0,0,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
A1 Misal House,3.9,300,32,0,0,1,0,0,0,Jalgaon,Tier 3 Cities,Maharashtra,West India
A1 Momos,3.9,150,34,0,0,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
A1 Momo's,4.0,200,24,0,0,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
A1 Pakoda House,4.1,100,33,0,0,1,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
A1 Parotha,4.4,150,33,0,1,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
A1 Parotta Stall,4.0,150,23,1,0,1,0,0,0,Tirunelveli,Tier 2 Cities,Tamil Nadu,South India
A1 Pulkha Point And Chinese,2.9,200,25,0,1,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
A1 Quality Falooda,3.6,150,25,0,0,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
A1 Samosa,4.4,300,25,0,0,0,1,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
A-1 Super Dabeli And Panipuri Centre,4.1,100,26,0,0,0,1,0,0,Jalgaon,Tier 3 Cities,Maharashtra,West India
A2 Fast Food,3.9,250,39,0,1,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
A2B - Adyar Ananda Bhavan,4.0,100,34,1,1,0,1,0,0,Nellore,Tier 2 Cities,Andhra Pradesh,South India
A2B - Adyar Ananda Bhavan,4.1,150,46,1,0,1,1,0,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
A2B - Adyar Ananda Bhavan,4.2,100,18,1,1,1,1,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
A2B - Adyar Ananda Bhavan,4.2,200,22,1,1,1,0,0,0,Puducherry,Tier 3 Cities,Puducherry,South India
A2B - Adyar Ananda Bhavan,4.2,300,27,1,1,0,1,1,0,Bangalore,Tier 1  Cities,Karnataka,South India
A2B - Adyar Ananda Bhavan,4.3,100,27,1,1,1,1,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
A2B - Adyar Ananda Bhavan,4.3,150,19,1,0,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
A2B - Adyar Ananda Bhavan,4.3,150,21,1,1,1,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
A2B Aniram's Aahar Bhavan,4.0,100,19,1,1,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
A3 Eggless Fresh Cakes,4.3,100,26,0,0,0,0,0,1,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
A9 Baker's & Cafe,4.0,300,32,0,0,1,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
A9 Kitchen's,3.5,450,34,1,1,1,0,1,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Aab O Dana Red Chillies,3.9,150,23,0,1,0,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Aachi Chettinadu Hotel,3.9,150,22,1,0,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Aachman,4.2,250,33,0,1,1,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Aacho Bhau,3.1,50,57,0,0,1,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Aadab Biryani,4.0,150,22,0,1,0,0,1,0,Goa,Tier 3 Cities,Goa,West India
Aadat Chai Cafe,4.1,150,51,0,0,1,1,0,0,NCR,NCR,NCR,NCR
Aadi Bangali,4.2,100,32,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aadis Eat & Greet,4.0,100,38,0,1,1,0,0,0,Patiala,Tier 3 Cities,Punjab,North India
Aadi's Kitchen,3.6,150,25,1,0,0,1,0,0,Belgaum,Tier 2 Cities,Karnataka,South India
Aagaaram,3.6,150,33,0,1,0,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Aagaaram Cafe,4.1,150,34,1,1,1,1,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Aah Haa Pizza,2.9,100,32,0,0,0,0,0,0,Dhanbad,Tier 2 Cities,Jharkhand,East India
Aaha Family Restaurant,2.9,150,31,0,0,0,0,1,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Aahaar Fast Food Court & Restaurant,3.8,150,42,1,1,1,0,0,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
Àahaar Multi Cuisine Restaurant,3.0,150,17,1,0,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Aahar,3.9,100,31,0,1,1,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Aahar,4.1,50,22,0,1,0,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Aahar,4.2,150,35,1,1,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Aahar Bhojnalaya,3.4,100,44,0,1,1,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Aahar Punjabi Dhaba,3.5,150,20,0,1,0,0,0,0,Vellore,Tier 3 Cities,Tamil Nadu,South India
Aahar Restaurant,4.1,150,45,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aahar Restaurant,4.2,150,42,1,0,0,1,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Aahar Restaurant (Unit of Lokenath Caterer),4.0,200,28,0,1,0,0,1,0,Durgapur,Tier 2 Cities,West Bengal,East India
Aahar Snacks Parlour,3.6,150,48,1,0,1,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
Aahar The Rail Coach Restaurant,3.8,200,21,1,1,1,1,0,0,Amravati,Tier 2 Cities,Maharashtra,West India
Aahar Veg Family Restaurant,3.8,300,25,1,1,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Aahar Vihar,4.2,100,33,0,1,0,0,1,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Aahare Kolkata,4.2,200,58,0,1,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Aaheli - The Peerless Inn,4.0,250,42,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aaheli Express- The Peerless Inn,4.1,100,45,0,0,0,0,0,1,Durgapur,Tier 2 Cities,West Bengal,East India
Aaheli Fresh Foods,4.0,150,53,0,0,1,1,1,0,Siliguri,Tier 2 Cities,West Bengal,East India
Aai Chinese,3.8,100,22,0,0,0,0,0,0,Jalgaon,Tier 3 Cities,Maharashtra,West India
Aai Chya Hatache,3.9,150,34,0,0,0,0,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Aaicha Swayampak Maharashtrian Restaurant,4.0,100,36,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Aaichi Athvan Parcel Point,3.6,300,43,0,0,0,0,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Aaichi Shidori 24*7,4.1,150,54,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Aaiye Jnaab Khaiye,3.8,100,39,0,1,1,0,0,0,Haridwar,Tier 3 Cities,Uttarakhand,North India
Aakash Hotel,3.6,100,33,0,1,0,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Aakash Sweets Namkeen & Fastfood,4.0,50,41,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Aala Biryani,3.8,100,52,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aali Re Thali,4.2,100,29,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Aalishan Pan and Parlour,4.1,100,23,0,0,0,1,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
Aalishan Restaurant,3.9,300,27,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aama Ko Kitchen,3.6,10,38,0,0,1,0,0,0,NCR,NCR,NCR,NCR
Aamantran Fast Food,4.2,150,31,0,0,1,1,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Aamantran Pure Veg,4.2,200,37,0,1,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Aamantran Restaurant,4.2,200,25,1,1,0,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Aamar Bangla Restaurant,3.8,100,56,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aamchi Mumbai,4.3,250,32,0,0,1,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Aamhi Marathi,3.8,150,25,0,0,0,0,1,0,Vadodara,Tier 2 Cities,Gujarat,West India
Aamhi Pohekar,4.6,150,14,0,0,0,1,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Aami Bangali,3.6,150,27,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aami Bangali,3.8,100,33,0,0,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Aami Bangali Restaurant,3.9,150,38,0,0,0,0,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Aami Bangali Restaurant,4.4,200,24,0,1,0,0,0,0,Asansol,Tier 2 Cities,West Bengal,East India
Aaminia Biryani,3.2,100,27,0,1,0,0,1,0,Siliguri,Tier 2 Cities,West Bengal,East India
Aamio Petuk,4.0,150,24,0,0,0,0,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Aamis,3.1,250,46,0,1,0,1,0,0,Guwahati,Tier 2 Cities,Assam,East India
Aamrapali Sweets And Fast Food,4.2,200,45,1,1,1,1,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Aanand Sweets,4.0,100,33,0,0,0,0,0,1,Saharanpur,Tier 2 Cities,Uttar Pradesh,North India
Aananda Multi-Cuisine Pure Veg Restaurant,3.9,100,24,0,1,0,0,1,0,Warangal,Tier 2 Cities,Telangana,South India
Aangan,3.3,200,33,1,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Aangan,4.0,100,26,1,0,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Aangan Cafe,4.0,150,31,0,1,1,1,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Aangan Restaurant & Bar,4.3,150,40,0,1,1,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Aao G Khao G,3.6,300,34,0,1,0,0,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Aao Ji Haryana Dhaba,4.3,200,23,1,1,0,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Aao Sa Pavitra Bhojnalaya,3.9,100,35,0,1,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Aaojee Khaojee,3.6,150,22,0,1,0,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Aap Ki Chai,3.8,150,46,0,0,0,1,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aap Ki Khaatir,3.9,200,23,0,1,0,0,0,0,Aligarh,Tier 2 Cities,Uttar Pradesh,North India
Aapka Apna Pizza,3.8,100,30,0,0,1,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Aapka Apna Restaurant,4.0,150,26,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Aapki Apni Rasoi,3.8,350,35,1,1,1,1,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Aapki Rasoi,4.1,250,38,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Aapno Pizza,3.5,150,30,0,0,1,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Aapno Rajasthan,4.3,200,30,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Aar Kay Vaishno Dhaba,4.4,200,25,0,1,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Aaradhana Restaurant,3.2,100,33,1,1,1,0,0,0,Ujjain,Tier 2 Cities,Madhya Pradesh,Central India
Aaradhya Dhaba,3.1,100,41,0,1,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Aaradhya Sweets,3.6,150,28,0,0,0,1,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Aarian Atithya,3.8,150,55,0,1,1,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Aarna's Restaurant,3.9,150,61,0,1,1,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Aarnav -Pure Veg Family Restaurant,3.7,200,42,0,1,0,1,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Aarohi Food,2.8,150,32,0,1,0,0,1,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Aarti Bhojanalya,3.7,150,36,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Aaru Food Junction,4.0,100,40,0,0,0,0,0,0,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
Aarush Kitchen's,3.6,100,22,0,0,0,0,0,0,Moradabad,Tier 2 Cities,Uttar Pradesh,North India
Aarvam Regale & Cafe,4.3,350,28,1,1,0,0,0,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
Aarya's Kitchen,3.4,200,30,0,1,0,0,0,0,Amravati,Tier 2 Cities,Maharashtra,West India
Aarya's Spicy Food,4.3,100,38,0,1,0,0,0,0,Gorakhpur,Tier 2 Cities,Uttar Pradesh,North India
Aashapura Dabeli,4.5,100,32,0,0,0,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Aashirwaad Veg Family Restaurant,4.1,100,24,0,1,0,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Aashirwad Kitchen,3.9,100,40,0,1,1,0,1,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Aashirwad Restaurant,3.9,300,42,0,1,0,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Aashirwad Restaurant,4.1,250,39,1,1,1,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Aashirwad Restaurant & Dining Hall,3.5,150,32,0,1,0,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Aasife & Brothers Biryani Center,4.0,150,30,1,1,0,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Aasife Biriyani,3.7,100,26,1,1,0,0,1,0,Tirunelveli,Tier 2 Cities,Tamil Nadu,South India
Aasife Biriyani,4.0,150,37,1,1,0,0,1,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Aasife Biriyani,4.0,200,29,0,1,1,0,1,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Aasife Biriyani,4.1,150,18,0,0,0,0,1,0,Trivandrum,Tier 2 Cities,Kerala,South India
Aasife Biriyani,4.2,200,46,1,1,0,0,1,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
Aasife Biryani,3.7,100,20,0,0,0,0,1,0,Salem,Tier 2 Cities,Tamil Nadu,South India
Aasing's Kitchen,4.4,300,48,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Aasman,4.2,100,26,0,1,1,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Aasra Cafe Star,3.9,200,42,0,1,0,0,1,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Aastha Bengali Mess,4.1,100,43,0,1,0,0,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Aaswad,4.2,50,33,1,0,1,1,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Aaswad Family Restaurant,3.3,100,26,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Aaswad Family Restaurant,3.6,200,36,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Aaswad Lunch & Dinner,4.1,100,24,1,1,0,0,1,0,Visakhapatnam,Tier 2 Cities,Andhra Pradesh,South India
Aatha Kadai,3.9,50,25,1,0,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Aathale's,4.3,200,31,0,1,1,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
